================ Training Loss (Wed Apr 27 15:13:13 2022) ================
(epoch: 1, iters: 100, time: 0.138, data: 0.070) D_A: 0.365 G_A: 0.330 cycle_A: 1.935 idt_A: 1.288 D_B: 0.424 G_B: 0.345 cycle_B: 2.595 idt_B: 0.946 
(epoch: 1, iters: 200, time: 0.141, data: 0.001) D_A: 0.219 G_A: 0.290 cycle_A: 3.443 idt_A: 1.443 D_B: 0.241 G_B: 0.295 cycle_B: 2.785 idt_B: 1.094 
(epoch: 1, iters: 300, time: 0.140, data: 0.001) D_A: 0.501 G_A: 0.345 cycle_A: 1.569 idt_A: 0.647 D_B: 0.662 G_B: 0.694 cycle_B: 2.255 idt_B: 0.752 
(epoch: 1, iters: 400, time: 0.334, data: 0.001) D_A: 0.192 G_A: 0.723 cycle_A: 1.577 idt_A: 0.909 D_B: 0.203 G_B: 0.540 cycle_B: 1.303 idt_B: 0.581 
(epoch: 1, iters: 500, time: 0.140, data: 0.001) D_A: 0.159 G_A: 0.375 cycle_A: 2.462 idt_A: 1.389 D_B: 0.242 G_B: 0.567 cycle_B: 4.119 idt_B: 1.145 
(epoch: 1, iters: 600, time: 0.140, data: 0.001) D_A: 0.283 G_A: 0.251 cycle_A: 2.027 idt_A: 0.784 D_B: 0.162 G_B: 0.796 cycle_B: 1.694 idt_B: 1.078 
(epoch: 1, iters: 700, time: 0.141, data: 0.001) D_A: 0.230 G_A: 0.146 cycle_A: 1.441 idt_A: 1.745 D_B: 0.303 G_B: 0.353 cycle_B: 3.567 idt_B: 0.498 
(epoch: 1, iters: 800, time: 0.228, data: 0.001) D_A: 0.357 G_A: 0.300 cycle_A: 3.774 idt_A: 1.838 D_B: 0.153 G_B: 0.265 cycle_B: 3.985 idt_B: 1.888 
(epoch: 1, iters: 900, time: 0.141, data: 0.001) D_A: 0.311 G_A: 0.212 cycle_A: 1.021 idt_A: 0.410 D_B: 0.169 G_B: 0.383 cycle_B: 1.295 idt_B: 0.684 
(epoch: 1, iters: 1000, time: 0.142, data: 0.001) D_A: 0.415 G_A: 0.679 cycle_A: 1.852 idt_A: 1.520 D_B: 0.116 G_B: 0.135 cycle_B: 2.561 idt_B: 1.052 
(epoch: 1, iters: 1100, time: 0.141, data: 0.001) D_A: 0.336 G_A: 0.982 cycle_A: 3.185 idt_A: 0.800 D_B: 0.128 G_B: 0.149 cycle_B: 1.339 idt_B: 0.735 
(epoch: 1, iters: 1200, time: 0.224, data: 0.001) D_A: 0.328 G_A: 0.331 cycle_A: 4.572 idt_A: 1.232 D_B: 0.297 G_B: 0.267 cycle_B: 1.863 idt_B: 2.400 
(epoch: 1, iters: 1300, time: 0.141, data: 0.001) D_A: 0.058 G_A: 0.220 cycle_A: 1.664 idt_A: 1.258 D_B: 0.416 G_B: 0.887 cycle_B: 5.207 idt_B: 0.804 
(epoch: 1, iters: 1400, time: 0.143, data: 0.001) D_A: 0.142 G_A: 0.167 cycle_A: 1.463 idt_A: 0.494 D_B: 0.141 G_B: 1.396 cycle_B: 1.013 idt_B: 0.726 
(epoch: 1, iters: 1500, time: 0.140, data: 0.001) D_A: 0.054 G_A: 0.757 cycle_A: 1.686 idt_A: 0.423 D_B: 0.263 G_B: 0.371 cycle_B: 1.323 idt_B: 0.851 
(epoch: 1, iters: 1600, time: 0.247, data: 0.001) D_A: 0.114 G_A: 0.375 cycle_A: 1.491 idt_A: 0.582 D_B: 0.504 G_B: 1.422 cycle_B: 1.612 idt_B: 0.955 
(epoch: 1, iters: 1700, time: 0.142, data: 0.001) D_A: 0.300 G_A: 0.546 cycle_A: 1.170 idt_A: 2.212 D_B: 0.226 G_B: 0.138 cycle_B: 4.311 idt_B: 0.343 
(epoch: 1, iters: 1800, time: 0.143, data: 0.001) D_A: 0.267 G_A: 0.527 cycle_A: 1.262 idt_A: 0.542 D_B: 0.252 G_B: 1.022 cycle_B: 1.096 idt_B: 0.609 
(epoch: 1, iters: 1900, time: 0.142, data: 0.001) D_A: 0.262 G_A: 0.600 cycle_A: 1.844 idt_A: 0.498 D_B: 0.518 G_B: 0.362 cycle_B: 3.112 idt_B: 0.681 
